,id,gene_i,gene_j,type,coef.est,pval
1293,1293,201,208,interaction,35.9931075171291,0.188752476919853
1037,1037,118,426,interaction,31.4576043286454,0.189665404027907
1234,1234,175,192,interaction,-26.1275745199828,0.189703395393323
1484,1484,290,320,interaction,-3.45168314499148,0.190260173574365
1017,1017,115,241,interaction,-20.6647674163002,0.191010787251347
1493,1493,294,458,interaction,-144.072982179708,0.191975319986734
904,904,75,538,interaction,5.52354204441986,0.19211019435451
1394,1394,242,322,interaction,-14.148757341446,0.192314171598909
470,470,508,NA,main,-8.71203566619771,0.192590484937813
1193,1193,161,660,interaction,12.9472055961118,0.192744552923106
398,398,430,NA,main,-10.8449580954087,0.193225312004989
1231,1231,173,518,interaction,10.4996979003467,0.193371290340438
872,872,67,480,interaction,23.7039756946052,0.194372924980342
1507,1507,303,367,interaction,-42.600805381914,0.195925402934278
544,544,586,NA,main,-1.10884562096542,0.196134984146573
896,896,73,239,interaction,30.205767970421,0.196300304511837
1582,1582,347,428,interaction,23.8867270762788,0.19676764123652
821,821,49,645,interaction,12.6996986754815,0.197147666240265
1564,1564,335,622,interaction,-15.9506696938244,0.197553998908329
110,110,117,NA,main,-3.56021270841957,0.197744657064551
1021,1021,117,192,interaction,-27.2873719410196,0.197953115174554
1313,1313,209,390,interaction,-21.5294149653224,0.19859804964449
1251,1251,182,291,interaction,13.2411591026293,0.200539544020748
1039,1039,118,497,interaction,-23.1615238804587,0.200756958428352
95,95,101,NA,main,7.87257111337283,0.200916773292974
523,523,564,NA,main,5.592188893371,0.201929216676427
460,460,497,NA,main,-2.16559710845062,0.201961333087734
1321,1321,211,269,interaction,-20.5938781436351,0.20231937269137
1465,1465,281,368,interaction,-14.070027434003,0.204313443588458
1154,1154,147,637,interaction,-18.6018553058068,0.205874746587381
1539,1539,323,525,interaction,-12.2584759051644,0.206027172381225
978,978,100,570,interaction,-35.4974101193275,0.206253051204507
85,85,90,NA,main,5.91341547760281,0.206826433326264
987,987,103,392,interaction,18.2571140267947,0.207490419120547
86,86,91,NA,main,5.0052474336539,0.20772280989407
1354,1354,222,578,interaction,4.17160367069935,0.207924041812282
419,419,452,NA,main,-2.71097907825636,0.208835813744291
643,643,6,368,interaction,-5.66039605911755,0.208927291408844
712,712,27,75,interaction,-9.44115467531823,0.208939628991543
1363,1363,226,387,interaction,2.6753091244112,0.209396393275177
1334,1334,214,298,interaction,-47.6643308981475,0.210384207847673
144,144,153,NA,main,-4.44835165007165,0.210935211965468
275,275,297,NA,main,8.32528277062167,0.211374536387569
606,606,652,NA,main,27.3908699542363,0.211920154341891
377,377,407,NA,main,-28.4264842472999,0.212055884062163
509,509,549,NA,main,-22.816276836301,0.212687593678635
1333,1333,214,255,interaction,10.4180722811395,0.212816889143173
181,181,191,NA,main,-9.19866720510835,0.212908705620685
125,125,134,NA,main,-6.15677211194974,0.213178551970715
1300,1300,203,626,interaction,15.6801402071416,0.213669747788419
1565,1565,336,474,interaction,-26.2944658014213,0.213903719400389
1182,1182,157,609,interaction,-31.8123114608667,0.214990089390638
800,800,48,211,interaction,-11.5541650849146,0.215147524751815
973,973,100,349,interaction,-11.6879188852872,0.215274374048241
1655,1655,393,505,interaction,7.72358816167048,0.215882176329717
1063,1063,127,568,interaction,-17.9997838965807,0.216411164808352
131,131,140,NA,main,-11.5975300291524,0.216846368571675
365,365,394,NA,main,5.35711364887896,0.218143310394208
1472,1472,282,630,interaction,-3.64837166235394,0.218318012839718
936,936,86,289,interaction,-12.4851557605516,0.218537177242298
868,868,66,519,interaction,29.6028472888569,0.218931477924546
514,514,554,NA,main,-3.16596270940102,0.219928589088233
1018,1018,116,649,interaction,-5.89006193093523,0.221485553010952
1371,1371,235,626,interaction,-23.0536799333734,0.221969200092782
1298,1298,203,385,interaction,6.10698780740288,0.22214513129345
689,689,18,639,interaction,31.6568360519895,0.222293951993608
466,466,503,NA,main,14.1031239768921,0.222698339930035
505,505,544,NA,main,-6.89843681409471,0.222957183938739
60,60,62,NA,main,14.3453185938259,0.225123950849642
1210,1210,167,387,interaction,-14.780305076197,0.225208290198394
1077,1077,129,523,interaction,4.64068728075546,0.225290208778907
413,413,446,NA,main,-8.40937492139645,0.225800422807671
732,732,31,622,interaction,11.976854366843,0.225980039298314
1152,1152,147,489,interaction,11.5052031611081,0.226641019878685
911,911,77,467,interaction,7.5237985146579,0.227402867868102
661,661,12,386,interaction,-2.64436107418557,0.227493693752118
835,835,54,404,interaction,-12.7771611675726,0.227546349840495
809,809,48,586,interaction,-18.6274523492606,0.227610053323928
75,75,79,NA,main,-16.9715946719762,0.228258194655914
40,40,40,NA,main,13.5473142776513,0.229257377984855
164,164,173,NA,main,2.54445113770688,0.229889926129808
1196,1196,164,412,interaction,15.5858503781742,0.230088325461092
885,885,71,168,interaction,16.9257336568348,0.230720312647496
863,863,65,415,interaction,18.6513060408321,0.230851356576262
1097,1097,135,203,interaction,-3.58607991325589,0.231084714888939
1226,1226,173,247,interaction,21.4981696265603,0.232816066634884
127,127,136,NA,main,-6.78034905210511,0.233224267609518
553,553,596,NA,main,6.41359207625357,0.233700516483996
88,88,93,NA,main,-5.46997159238001,0.234852726685694
1330,1330,212,618,interaction,22.0486582959176,0.235864420858184
644,644,6,525,interaction,7.80722886169355,0.236914892931126
1642,1642,385,483,interaction,-10.8733633351076,0.236938584741029
1525,1525,310,589,interaction,6.02964600388549,0.238077144394196
663,663,12,494,interaction,12.6799649481643,0.238685091033413
1279,1279,195,494,interaction,-6.91605444817362,0.241167201271474
406,406,438,NA,main,3.09496289058702,0.241323083649129
1602,1602,355,545,interaction,19.9879858569575,0.241428220652798
417,417,450,NA,main,-0.752644121707745,0.241759968421287
283,283,306,NA,main,2.91537890749265,0.24334396422799
250,250,268,NA,main,16.0748427452347,0.244445330153404
450,450,486,NA,main,-3.58421262743961,0.245680493223027
1255,1255,183,408,interaction,-16.5481733103053,0.245705041644917
178,178,188,NA,main,4.9595140407593,0.24577677170773
1518,1518,307,322,interaction,40.1844478523726,0.24593070018473
1235,1235,175,410,interaction,16.1258443794335,0.246290916078817
132,132,141,NA,main,4.82456064577703,0.248097570173744
591,591,635,NA,main,-7.94445567864252,0.24972136822502
1233,1233,174,255,interaction,-22.4536086927361,0.25026066680115
888,888,72,117,interaction,10.878178463196,0.250963883437779
555,555,599,NA,main,6.5296867015378,0.251071978351636
1160,1160,148,658,interaction,-5.60046949932868,0.251145271001104
519,519,560,NA,main,3.45689972069874,0.251170723837357
1401,1401,245,361,interaction,-21.7768353149473,0.252122209998736
543,543,585,NA,main,5.03405743692625,0.252447985976962
780,780,45,110,interaction,-10.667324570567,0.252683903902258
255,255,273,NA,main,-8.46289164519856,0.256352202648056
498,498,537,NA,main,3.17740676245795,0.257113224173526
1110,1110,136,278,interaction,-21.0957937570773,0.257674170091015
468,468,505,NA,main,3.18953496431117,0.258075086426233
906,906,76,100,interaction,5.74360661951803,0.258290632919538
189,189,200,NA,main,-3.70465905607962,0.258346030761895
274,274,296,NA,main,19.32919747746,0.259494161316264
1449,1449,268,342,interaction,-14.0884723555853,0.259570150687176
796,796,47,606,interaction,58.1356307257288,0.260566592147499
372,372,402,NA,main,5.47444773433176,0.260660563477034
1030,1030,118,131,interaction,-27.9272261378004,0.260983778450147
1398,1398,243,542,interaction,13.1486082435336,0.261093129598508
122,122,131,NA,main,-4.43949784770226,0.261098231124871
1094,1094,134,393,interaction,-15.8994912254977,0.261602482996156
1247,1247,180,627,interaction,19.0777018977181,0.262332565091294
1261,1261,187,346,interaction,-32.4349369559365,0.262652580388531
765,765,40,456,interaction,-58.3809895175725,0.262752097132185
511,511,551,NA,main,3.93182044064604,0.26388477046965
605,605,651,NA,main,10.4712617707396,0.26546753350657
192,192,203,NA,main,1.70564746288947,0.266595206681304
387,387,418,NA,main,15.2615721867572,0.267720887109449
1169,1169,152,193,interaction,-7.78593444858345,0.268185666364231
748,748,35,525,interaction,8.02296944825634,0.268243946596451
337,337,363,NA,main,8.30529241805778,0.269089164541264
1632,1632,378,431,interaction,42.278583420901,0.269263201508971
1653,1653,392,504,interaction,29.4225641933717,0.269752237035062
66,66,70,NA,main,-8.34045819140671,0.269885029827982
39,39,39,NA,main,-10.1447935019227,0.270357992513199
1403,1403,247,470,interaction,15.261488760872,0.270565889929305
62,62,65,NA,main,8.71162052894648,0.270665637501203
719,719,28,141,interaction,-48.2180274623838,0.270747386889954
1116,1116,137,273,interaction,-109.917958983074,0.271133857716199
1429,1429,259,516,interaction,-5.36352421796841,0.27170660525877
1073,1073,129,287,interaction,-4.17143303471959,0.272019441156953
155,155,164,NA,main,2.6353188938737,0.272177774364538
1020,1020,117,170,interaction,-19.5771494899351,0.273396094306249
1638,1638,383,613,interaction,-11.4509123975037,0.275241485001983
625,625,2,286,interaction,-48.6224956640385,0.275373226678362
1218,1218,171,257,interaction,-10.5043591496216,0.277215724268764
313,313,338,NA,main,-8.22196402012294,0.280370752310207
921,921,82,329,interaction,-41.652178535511,0.282032032488188
354,354,381,NA,main,-11.5690923305741,0.282060437181351
820,820,49,605,interaction,8.43028248309756,0.282401535415806
287,287,310,NA,main,4.26379232893372,0.283352606878637
339,339,365,NA,main,3.31668661966801,0.284047646031794
152,152,161,NA,main,8.45870883778831,0.285033444164496
1091,1091,133,365,interaction,17.3283203288234,0.28510220835166
960,960,97,129,interaction,-8.28150099754217,0.286167815406316
1199,1199,164,634,interaction,-13.116073728965,0.286766790336834
161,161,170,NA,main,-6.84207294451226,0.288159462742657
707,707,26,349,interaction,-3.10597625445777,0.288586069860561
662,662,12,462,interaction,-7.6864263606274,0.289735178312064
338,338,364,NA,main,3.76284908141477,0.290006564877715
1430,1430,259,642,interaction,4.23510129566563,0.290575557890898
611,611,657,NA,main,-2.12410208489471,0.291146860418443
938,938,86,630,interaction,-21.628728057445,0.292263190562494
90,90,95,NA,main,4.45727080974959,0.292677824378719
814,814,49,253,interaction,-4.52016930140983,0.29359461145759
579,579,623,NA,main,4.29992252249641,0.293848687559734
490,490,529,NA,main,2.05277098922609,0.293927456289009
1542,1542,325,441,interaction,12.2909641140527,0.294277634460858
1205,1205,166,407,interaction,10.4225225085673,0.294386484927362
971,971,100,222,interaction,1.74258134701765,0.294407058523201
933,933,86,129,interaction,24.8969660482788,0.29511565380996
545,545,587,NA,main,4.14171826934228,0.296179760900516
1555,1555,331,600,interaction,-4.0457369199469,0.296984862230476
1264,1264,190,443,interaction,-6.21193672694075,0.297645869791498
1194,1194,162,351,interaction,-17.1983858954351,0.297766624327031
1353,1353,222,292,interaction,26.2587300481574,0.298430236476598
782,782,45,498,interaction,-5.55262603507725,0.30028455072643
1550,1550,328,405,interaction,31.8169550996232,0.303420652277713
1545,1545,326,347,interaction,10.1382423113309,0.304297533603829
1088,1088,132,257,interaction,-12.0603932461777,0.305111306414165
1556,1556,332,465,interaction,-6.30025462408317,0.308166584203928
261,261,281,NA,main,5.49660665261123,0.309926794619704
1409,1409,249,498,interaction,-4.38337720247315,0.310091353385419
993,993,104,308,interaction,8.29549540379018,0.31010202146092
1331,1331,213,467,interaction,3.04847128613818,0.311010682274939
191,191,202,NA,main,-2.7679113169796,0.311102247210851
322,322,348,NA,main,3.22581896410691,0.31111990962388
714,714,27,102,interaction,8.81186555440211,0.312424245422086
1301,1301,204,486,interaction,-7.38180599036285,0.313445199868431
1269,1269,192,255,interaction,10.2486740335717,0.314700195294784
1306,1306,208,361,interaction,-5.02363080490392,0.314738632931669
1347,1347,219,638,interaction,69.708891628691,0.315621367347104
1138,1138,145,387,interaction,-3.90929701770394,0.317162520869452
1190,1190,161,368,interaction,-17.1987515738914,0.317210444846989
996,996,106,117,interaction,-3.29018691920297,0.318145723261711
1488,1488,291,615,interaction,-7.55229906708453,0.318643452408205
1546,1546,326,388,interaction,-10.8463471857788,0.321152259718131
300,300,325,NA,main,2.58939981989703,0.322926708170434
633,633,5,415,interaction,-12.0660150452422,0.323369047546112
848,848,58,533,interaction,-3.92047152701345,0.324108447674329
1512,1512,304,419,interaction,6.37192153806406,0.326332206605331
694,694,20,504,interaction,33.0029912525213,0.3311521319712
1483,1483,289,595,interaction,9.16173784291483,0.331980834195039
1482,1482,289,589,interaction,6.23573521798802,0.332490600916077
367,367,397,NA,main,3.37501785426378,0.333727346108763
393,393,425,NA,main,-3.23605094690595,0.336693988886406
945,945,89,326,interaction,22.1194629713563,0.338199448640951
207,207,220,NA,main,1.73823350848761,0.340904429222171
394,394,426,NA,main,-10.1536601236392,0.342365642137899
310,310,335,NA,main,-1.18139345932768,0.342748905750101
1038,1038,118,495,interaction,3.27757270595248,0.343174997448475
18,18,18,NA,main,7.20151580830643,0.343621790201146
691,691,19,470,interaction,1.82020241949339,0.344265769101279
1204,1204,166,357,interaction,14.8962230225906,0.344406762287301
388,388,419,NA,main,-4.36971246744585,0.347748948134177
681,681,16,154,interaction,2.11308639081631,0.349248510042379
640,640,6,156,interaction,12.9627673194363,0.3508184155491
1000,1000,107,255,interaction,4.36508889767192,0.351528897155114
1104,1104,135,531,interaction,4.68996083850246,0.352359097000082
723,723,30,93,interaction,1.62012465900558,0.354980108495658
1359,1359,224,350,interaction,-29.8904879480464,0.35694033990622
1396,1396,242,655,interaction,8.70080384971863,0.357319283680388
408,408,441,NA,main,11.7330922469357,0.358413174024549
507,507,546,NA,main,-3.09256255325689,0.360254480324717
1447,1447,267,567,interaction,5.2637391214291,0.360729225179672
1526,1526,311,405,interaction,-10.4247785851116,0.361185296691293
659,659,12,106,interaction,5.28424169248248,0.36270327198439
1630,1630,374,525,interaction,4.73649304618752,0.364824892542304
1643,1643,386,523,interaction,-5.76648662010054,0.364898075229288
156,156,165,NA,main,4.51651948296285,0.365928389619619
1064,1064,128,193,interaction,-2.21141131250671,0.365983421663142
1007,1007,112,614,interaction,-4.56863556949283,0.366204853911598
745,745,35,140,interaction,8.51817506427941,0.368149662896792
1441,1441,265,513,interaction,-5.11931986625386,0.369158053719918
1243,1243,179,659,interaction,-3.12640411759148,0.371112999196184
994,994,104,350,interaction,-4.46507201770868,0.379772275126976
672,672,14,214,interaction,1.69521753317209,0.381274219237591
101,101,107,NA,main,-2.4215836668793,0.382312541006509
208,208,221,NA,main,-7.04188495227371,0.395769304954935
1289,1289,199,537,interaction,-9.68287745374846,0.39857145237542
1258,1258,186,239,interaction,-3.98344743326562,0.399471432072292
652,652,9,596,interaction,4.78503653762051,0.399810020210412
705,705,26,180,interaction,-1.4258409884073,0.401644850523647
299,299,324,NA,main,-2.01952970404451,0.40203386619872
871,871,67,166,interaction,-4.45788727738872,0.403589452508387
1019,1019,117,157,interaction,-2.26628183250333,0.406963221500361
454,454,491,NA,main,5.21333811916187,0.410141514686878
688,688,17,539,interaction,-38.8584504180599,0.42008654908225
1571,1571,340,359,interaction,7.6410269404075,0.421190338106346
332,332,358,NA,main,2.70755626749248,0.424046517250073
8,8,8,NA,main,-5.54676569570906,0.424225085518051
199,199,210,NA,main,5.38662769137121,0.42507141760148
977,977,100,558,interaction,-4.84369651240094,0.427755558533188
730,730,31,190,interaction,-5.26868900187539,0.428151816214219
1080,1080,129,626,interaction,7.63096480014217,0.429386947217757
439,439,475,NA,main,0.631957536340417,0.429552191818037
421,421,456,NA,main,2.31410836174162,0.430569781168592
1509,1509,303,465,interaction,8.46378059967831,0.432149534023057
1343,1343,219,466,interaction,7.34700745635202,0.434188360708652
1424,1424,255,653,interaction,3.32121479527831,0.435407595211656
1332,1332,213,550,interaction,4.91364352128495,0.439103281403938
959,959,97,124,interaction,4.01486809641738,0.439210578082465
290,290,313,NA,main,-1.11370912045986,0.440018392309936
1266,1266,191,241,interaction,4.56973079047181,0.440597601744592
679,679,15,352,interaction,3.67910880864957,0.441043070297519
1311,1311,209,213,interaction,-1.63862391901698,0.442352834414281
1278,1278,195,431,interaction,2.89577671841154,0.445321803607569
879,879,70,325,interaction,-3.86528579590462,0.445958106079485
1006,1006,111,574,interaction,-11.3394831782975,0.446862637789189
1186,1186,159,463,interaction,5.90284240947101,0.448031107405538
1312,1312,209,388,interaction,-3.57858770935146,0.449761400628611
422,422,457,NA,main,-1.17321488341658,0.453523489910348
223,223,239,NA,main,-1.47501477358188,0.453970278882747
1277,1277,194,637,interaction,2.67143140445774,0.464105235573539
64,64,67,NA,main,-1.62201826509885,0.465374340652827
1549,1549,327,434,interaction,4.22683654706862,0.46891646106993
966,966,99,471,interaction,-3.19212982247024,0.469813679729926
955,955,93,287,interaction,-2.31215698783888,0.470157250565941
1203,1203,166,339,interaction,3.7511849125543,0.470691612204532
1282,1282,196,447,interaction,-2.38523166344611,0.474852063685563
1268,1268,191,532,interaction,-1.04374018840698,0.47706769008422
15,15,15,NA,main,2.51751062874903,0.477137563209395
45,45,46,NA,main,1.34640939577611,0.477987579823351
1287,1287,199,237,interaction,-5.57326997103973,0.483254903735118
1220,1220,171,442,interaction,23.1737679465334,0.484283562488245
1663,1663,398,414,interaction,-9.4903740913078,0.484292147928511
46,46,47,NA,main,-4.5534971934627,0.486492202075668
1640,1640,384,592,interaction,-3.35151010933276,0.492629134792021
567,567,611,NA,main,-1.32534259259655,0.494561310267387
792,792,47,75,interaction,14.5634392421591,0.500429562341906
807,807,48,443,interaction,-2.27065980331925,0.502318685189572
44,44,45,NA,main,-2.30241881088185,0.509006805464758
282,282,304,NA,main,-2.10738292172464,0.512708634343536
1043,1043,119,491,interaction,-10.2695508210805,0.516141281750018
639,639,6,48,interaction,3.10079636669545,0.517061046971895
91,91,97,NA,main,-1.50740463673183,0.521650433453938
1004,1004,110,423,interaction,1.6955728269892,0.526357693660515
293,293,317,NA,main,1.73472371671168,0.526364669999377
637,637,6,16,interaction,-2.88732867412345,0.527215315106341
1431,1431,260,263,interaction,-4.18413924683929,0.531584983588412
980,980,101,228,interaction,24.1718215939692,0.532488053711594
106,106,113,NA,main,1.41073688652781,0.532697666101486
201,201,212,NA,main,0.708228029266733,0.534674132791918
188,188,199,NA,main,3.46146998502937,0.536498184157843
1553,1553,330,494,interaction,-2.43604152986698,0.538743921522537
1386,1386,239,251,interaction,2.30392858441503,0.539774032475781
153,153,162,NA,main,-5.37648716996284,0.547457102400073
922,922,82,610,interaction,14.881396625192,0.550705681743943
21,21,21,NA,main,1.4705029837601,0.553399410916567
1079,1079,129,604,interaction,1.58827875648167,0.555505087781824
595,595,640,NA,main,2.4322033771379,0.56010424499184
285,285,308,NA,main,2.17506353857661,0.56306685848901
126,126,135,NA,main,1.89480945774511,0.564535730934842
162,162,171,NA,main,-4.99319288834135,0.564863834856399
783,783,45,532,interaction,0.83150178740289,0.566320405648558
686,686,16,619,interaction,0.955864434143993,0.566647600296558
1554,1554,330,618,interaction,-4.59268260772129,0.571460267752359
404,404,436,NA,main,1.26824988861537,0.571499813120784
143,143,152,NA,main,3.69526957944228,0.576796844170845
858,858,61,405,interaction,1.68171480288779,0.578915339570367
1250,1250,182,193,interaction,-2.59740783654714,0.590285169701616
1399,1399,243,630,interaction,-1.51528044986505,0.593580095710527
1033,1033,118,211,interaction,1.60694335901719,0.596806464274244
1609,1609,358,546,interaction,-4.49338450346131,0.600295847219623
1453,1453,271,474,interaction,4.0177429139061,0.600734700314192
1442,1442,266,304,interaction,-2.745831615979,0.6060174913505
869,869,66,629,interaction,-3.74203951296661,0.61094723888633
1563,1563,335,386,interaction,0.815149312589368,0.611905907781713
1584,1584,348,379,interaction,2.9826769126143,0.612521602716106
230,230,246,NA,main,-3.9661896650795,0.614331464451577
979,979,100,607,interaction,0.924277804567352,0.61708643073225
380,380,411,NA,main,0.138249730423645,0.619480653765932
1622,1622,364,661,interaction,-4.30154275816503,0.619723045716861
793,793,47,206,interaction,6.74058188116281,0.622480649709343
1086,1086,131,386,interaction,-2.25749650879297,0.622870909797286
402,402,434,NA,main,2.58335143270126,0.627960235074487
983,983,102,236,interaction,5.01837617893673,0.636762414048603
944,944,88,489,interaction,1.3183688729991,0.640858808932069
1257,1257,185,287,interaction,17.4993003741684,0.643810289490694
1130,1130,142,310,interaction,-2.62012469574861,0.645183200597412
352,352,379,NA,main,1.27362484267278,0.648462270316844
1637,1637,381,581,interaction,1.22232523163536,0.663345245313866
728,728,30,641,interaction,3.67819306677581,0.666864691574149
400,400,432,NA,main,-0.780715516418567,0.667556814289885
194,194,205,NA,main,-2.56904828859879,0.670047883353525
289,289,312,NA,main,0.989794599443558,0.678615991575986
882,882,70,460,interaction,6.75275917659537,0.682802167993936
193,193,204,NA,main,-1.56937904478036,0.684744555167736
484,484,522,NA,main,5.10341235831217,0.688071327418134
1111,1111,136,354,interaction,1.72786057034268,0.693166082329946
179,179,189,NA,main,0.146700725209946,0.694496450996492
267,267,289,NA,main,1.07119974419669,0.70317424043288
1184,1184,158,572,interaction,1.34202533189922,0.70364493362204
1665,1665,399,410,interaction,-0.696845347630164,0.703927354576737
963,963,97,637,interaction,1.28527657941545,0.706164992198378
1137,1137,145,321,interaction,0.742872675258593,0.706464434162007
1005,1005,110,653,interaction,3.33710357577477,0.707924226222476
581,581,625,NA,main,-1.39926619751611,0.713611854500819
112,112,119,NA,main,-1.06077899689908,0.719992749805019
114,114,121,NA,main,0.695850575903169,0.72508996441054
608,608,654,NA,main,1.22855649535489,0.72572553694497
457,457,494,NA,main,1.31351507555952,0.725799244288757
890,890,72,416,interaction,-1.25514887139185,0.728231939165119
353,353,380,NA,main,-1.62569224875734,0.728423538483884
1574,1574,341,655,interaction,1.41277836031302,0.729015975853571
385,385,416,NA,main,1.8268073248838,0.733854503395296
1634,1634,379,454,interaction,1.26551972045868,0.737115818273014
786,786,46,209,interaction,2.04731015787263,0.738650248267725
55,55,57,NA,main,0.862166754001041,0.743846491032843
19,19,19,NA,main,1.36791992607734,0.747815256893034
481,481,519,NA,main,-0.600905110384172,0.749393425296699
335,335,361,NA,main,-1.14138503959519,0.750085711208744
530,530,571,NA,main,0.704449207972579,0.755073205959348
914,914,79,182,interaction,-1.28262811853187,0.756038037262996
1520,1520,307,532,interaction,-2.40491010045986,0.756179158779688
1225,1225,172,634,interaction,-0.618881066401799,0.761108611238661
1588,1588,349,475,interaction,0.745247356822524,0.766717505695379
883,883,70,489,interaction,-2.11767064438918,0.767553160993412
961,961,97,410,interaction,0.543347791947037,0.769738249401449
537,537,578,NA,main,0.429597437309601,0.778780796767612
541,541,583,NA,main,0.712439719924973,0.778944775815725
1246,1246,180,515,interaction,-3.75241014489642,0.780335128115534
560,560,604,NA,main,0.607683736745623,0.782673774931165
434,434,470,NA,main,-0.606081426340447,0.804592419335346
744,744,35,100,interaction,-0.31039698848562,0.809663770639254
810,810,48,619,interaction,-0.808854852271437,0.811133047466234
1578,1578,343,486,interaction,0.902176439109642,0.822664798937471
1357,1357,223,635,interaction,-0.599477693402557,0.822936743472528
379,379,410,NA,main,-0.406214128746425,0.82350387311685
478,478,516,NA,main,0.673731579490355,0.824314535213074
690,690,19,256,interaction,-0.748973177060752,0.826280470427188
908,908,76,369,interaction,1.50817644633969,0.826848495700363
224,224,240,NA,main,0.826614303776234,0.828496192961831
166,166,175,NA,main,-0.644111642557363,0.832538157038707
1009,1009,113,226,interaction,0.419131104365712,0.832788911162938
1589,1589,349,515,interaction,1.1237875848397,0.83618184043996
1529,1529,317,364,interaction,-1.11970597287252,0.845096806569088
1016,1016,114,349,interaction,2.86122279451985,0.860624769014176
982,982,101,509,interaction,1.18163779225833,0.872568822861848
1492,1492,294,404,interaction,0.772953594967263,0.878548334284285
459,459,496,NA,main,0.276837128363748,0.878606826517255
743,743,35,97,interaction,0.314532391275867,0.881739790673159
1070,1070,129,176,interaction,-0.437678092145232,0.882359203404816
604,604,650,NA,main,0.592643073514552,0.887807657267255
327,327,353,NA,main,0.291073878552579,0.888185283083097
657,657,11,212,interaction,1.17475747504345,0.891489242792254
554,554,598,NA,main,0.22414123132622,0.891495326756357
384,384,415,NA,main,-0.432910220170103,0.894460503316786
1356,1356,223,470,interaction,0.297312139929684,0.897421269336123
942,942,88,239,interaction,0.533080003995699,0.899820508763138
168,168,177,NA,main,0.512846786429036,0.903099868046366
1163,1163,149,584,interaction,0.837134347118815,0.904580263199695
954,954,93,232,interaction,-0.63600006374998,0.905116120747739
687,687,17,257,interaction,1.36116378545427,0.917210890203242
263,263,285,NA,main,0.114911919554755,0.920617351174649
536,536,577,NA,main,-0.125148574374767,0.932593836547982
1610,1610,358,574,interaction,-0.452551593160375,0.936199444296544
683,683,16,199,interaction,-0.654594941122011,0.940815355178171
1012,1012,113,392,interaction,-0.345085481073685,0.941544101798105
67,67,71,NA,main,-0.194244575000449,0.942305253045789
210,210,223,NA,main,0.0763089488382569,0.942590132390582
670,670,14,141,interaction,-0.540553538173777,0.942987912816973
1314,1314,209,416,interaction,0.195207540439074,0.949566005737193
304,304,329,NA,main,-0.311972248243113,0.951635853757618
634,634,5,447,interaction,0.142976665628082,0.953292893138918
701,701,23,619,interaction,0.670316140855199,0.958795667890034
771,771,42,367,interaction,-0.168920987807611,0.959645425821152
1042,1042,119,135,interaction,-0.132192360576403,0.962137512710875
962,962,97,607,interaction,-0.106551032039376,0.964882590245962
239,239,256,NA,main,-0.0941694094334287,0.976073601830781
1440,1440,265,340,interaction,0.0803370359352924,0.977904648711278
221,221,237,NA,main,0.105181361366181,0.981595212236177
219,219,235,NA,main,-0.101975099005655,0.98298378606496
1001,1001,107,509,interaction,-0.0284253057617734,0.989749132343173
812,812,49,149,interaction,-0.0378652307589428,0.989970754038022
1501,1501,301,434,interaction,-0.45026729536547,0.990683239950292
1599,1599,354,609,interaction,0.147881249397883,0.990811553069635
736,736,33,365,interaction,-0.208333987553086,0.993843717154846
655,655,10,405,interaction,0.065164547525318,0.99423964910444
630,630,4,480,interaction,0.00901300081183162,0.998033235767115
1295,1295,202,296,interaction,NA,1
1365,1365,229,288,interaction,NA,1
1569,1569,339,390,interaction,NA,1
1570,1570,339,404,interaction,NA,1
1667,1667,401,483,interaction,NA,1
1668,1668,401,613,interaction,NA,1
1669,1669,403,510,interaction,NA,1
1670,1670,404,434,interaction,NA,1
1671,1671,404,444,interaction,NA,1
1672,1672,404,634,interaction,NA,1
1673,1673,405,440,interaction,NA,1
1674,1674,406,483,interaction,NA,1
1675,1675,407,660,interaction,NA,1
1676,1676,410,413,interaction,NA,1
1677,1677,410,430,interaction,NA,1
1678,1678,410,471,interaction,NA,1
1679,1679,410,532,interaction,NA,1
1680,1680,410,560,interaction,NA,1
1681,1681,411,425,interaction,NA,1
1682,1682,411,447,interaction,NA,1
1683,1683,411,635,interaction,NA,1
1684,1684,412,468,interaction,NA,1
1685,1685,412,484,interaction,NA,1
1686,1686,412,618,interaction,NA,1
1687,1687,413,519,interaction,NA,1
1688,1688,413,587,interaction,NA,1
1689,1689,415,475,interaction,NA,1
1690,1690,415,579,interaction,NA,1
1691,1691,416,538,interaction,NA,1
1692,1692,416,633,interaction,NA,1
1693,1693,417,494,interaction,NA,1
1694,1694,417,525,interaction,NA,1
1695,1695,417,652,interaction,NA,1
1696,1696,418,438,interaction,NA,1
1697,1697,418,516,interaction,NA,1
1698,1698,418,525,interaction,NA,1
1699,1699,418,631,interaction,NA,1
1700,1700,419,507,interaction,NA,1
1701,1701,419,532,interaction,NA,1
1702,1702,419,633,interaction,NA,1
1703,1703,420,592,interaction,NA,1
1704,1704,422,447,interaction,NA,1
1705,1705,423,424,interaction,NA,1
1706,1706,423,462,interaction,NA,1
1707,1707,423,487,interaction,NA,1
1708,1708,423,519,interaction,NA,1
1709,1709,423,566,interaction,NA,1
1710,1710,423,602,interaction,NA,1
1711,1711,423,635,interaction,NA,1
1712,1712,423,651,interaction,NA,1
1713,1713,425,470,interaction,NA,1
1714,1714,425,499,interaction,NA,1
1715,1715,426,428,interaction,NA,1
1716,1716,427,634,interaction,NA,1
